open,max,min,close
1.43833,1.43849,1.43796,1.43827
1.43844,1.43939,1.43812,1.43921
1.43932,1.43948,1.43895,1.43917
1.43886,1.43919,1.43867,1.43904
1.43901,1.43911,1.43851,1.43859
1.43865,1.43878,1.43806,1.43843
1.43849,1.43899,1.43841,1.43892
1.43891,1.4392,1.43854,1.43899
1.43857,1.43894,1.43852,1.43859
1.43867,1.43878,1.43835,1.43855
1.43865,1.43884,1.43832,1.4388
1.43886,1.43901,1.43854,1.43876
1.43876,1.43888,1.43851,1.43875
1.43871,1.43886,1.43836,1.43866
1.43859,1.43909,1.43846,1.43894
1.43917,1.43931,1.43873,1.43894
1.43896,1.43916,1.438,1.43901
1.43905,1.43948,1.43884,1.43948
1.4396,1.43998,1.43922,1.43943
1.4394,1.43954,1.43886,1.43918
1.43913,1.43938,1.43883,1.43913
1.43922,1.43948,1.43883,1.43934
1.43941,1.43959,1.43885,1.43904
1.43885,1.43912,1.43876,1.439
1.43884,1.43913,1.4386,1.43896
1.43775,1.43848,1.43744,1.43834
1.43833,1.43849,1.43796,1.43827
1.43844,1.43939,1.43812,1.43921
1.43932,1.43948,1.43895,1.43917
1.43886,1.43919,1.43867,1.43904
1.43901,1.43911,1.43851,1.43859
1.43865,1.43878,1.43806,1.43843
1.43849,1.43899,1.43841,1.43892
1.43891,1.4392,1.43854,1.43899
1.43857,1.43894,1.43852,1.43859
1.43867,1.43878,1.43835,1.43855
1.43865,1.43884,1.43832,1.4388
1.43886,1.43901,1.43854,1.43876
1.43876,1.43888,1.43851,1.43875
1.43871,1.43886,1.43836,1.43866
1.43859,1.43909,1.43846,1.43894
1.43917,1.43931,1.43873,1.43894
1.43896,1.43916,1.438,1.43901
1.43905,1.43948,1.43884,1.43948
1.4396,1.43998,1.43922,1.43943
1.4394,1.43954,1.43886,1.43918
1.43913,1.43938,1.43883,1.43913
1.43922,1.43948,1.43883,1.43934
1.43941,1.43959,1.43885,1.43904
1.43885,1.43912,1.43876,1.439
1.43884,1.43913,1.4386,1.43896
1.43898,1.43917,1.43854,1.43876
1.43875,1.43898,1.43832,1.43875
1.44108,1.4417,1.44087,1.4409
1.44081,1.44106,1.44053,1.44068
1.44053,1.44097,1.44043,1.4408
1.44055,1.44079,1.44006,1.4403
1.44018,1.44035,1.43996,1.44
1.44022,1.44056,1.43987,1.44026
1.4401,1.44038,1.43975,1.44025
1.44021,1.44033,1.43968,1.43999
1.43991,1.44013,1.43968,1.44003
1.43984,1.44021,1.4398,1.44006
1.43991,1.43999,1.43936,1.43953
1.43943,1.44006,1.43899,1.43979
1.4397,1.44041,1.43964,1.44001
1.4399,1.44038,1.4399,1.44015
1.44016,1.4404,1.43983,1.44025
1.44014,1.4403,1.43983,1.43997
1.44014,1.4403,1.43969,1.44005
1.44014,1.44033,1.43976,1.44022
1.44022,1.44028,1.43985,1.44015
1.44002,1.44023,1.43966,1.43974
1.43968,1.43981,1.43953,1.43958
1.43949,1.43976,1.43925,1.43964
1.43977,1.4398,1.43928,1.4395
1.43958,1.43962,1.43921,1.43931
1.43945,1.43999,1.43942,1.43992
1.43999,1.44026,1.43964,1.43992
1.43996,1.44009,1.43927,1.4395
1.43941,1.43986,1.43908,1.43912
1.43999,1.44026,1.43964,1.43992
1.43996,1.44009,1.43927,1.4395
1.43941,1.43986,1.43908,1.43912
1.43961,1.43974,1.43911,1.43941
1.4393,1.43955,1.43885,1.43918
1.43901,1.43943,1.43898,1.43929
1.43922,1.43959,1.43917,1.4395
1.43943,1.43957,1.43929,1.43932
1.43923,1.43957,1.43911,1.43935
1.43935,1.4395,1.43903,1.43908
1.43903,1.43958,1.43886,1.43932
1.43935,1.43983,1.43885,1.43885
1.43887,1.43944,1.43864,1.43898
1.43894,1.43929,1.43876,1.43891
1.43873,1.43902,1.43866,1.43883
1.43895,1.43903,1.43843,1.43854
1.43851,1.43905,1.43844,1.43896
1.43904,1.43949,1.43885,1.43936
1.43916,1.43934,1.43874,1.43907
1.439,1.43919,1.43874,1.43912
1.4392,1.43962,1.43892,1.43928
1.43949,1.43994,1.43899,1.43963
